idx,db_id,iro,final_score,base_score,impact_score,scale,scope,probability,irreversibility,fin_scale,fin_prob,financial_score,polarity,confidence,similarity,issue_group,domain,sub_issue_name,text
45,68,opportunity,0.1123,0.424,0.1311,1,1,2,1,1,1,0.1008,neutral,0.7563,0.5606333017349243,기후변화·온실가스,E,Scope 1·2 배출량,"세일즈포스가 2030년까지 절대 배출량을 절반 줄이겠다는 기존 약속을 철회하고, 배출 집약도 감축으로 목표를 수정했다. 이는 배출 총량이 늘더라도 수익 증가 속도가 더 빠르면 목표 달성이 가능해 사실상 완화된 기준이라는 지적이 나왔다. 세일즈포스는 AI 데이터센터 확장과 인수 합병으로 스코프3 배출이 급증했으며, 이미 2019년 이후 집약도를 62% 줄여 새 목표(68%)에 근접한 상태다. 기후 전문매체 트렐리스와 뉴클라이밋연구소는 이번 조정이 숫자 맞추기식 ESG 로 흐를 우려가 크다고 비판했다."
46,69,opportunity,0.1265,0.3934,0.2398,3,3,2,1,1,1,0.1043,neutral,0.782,0.5031182765960693,에너지 관리,E,신재생에너지 전환,"영국 광고심의위원회(ASA)는 셸의 태양광 전력구매계약(PPA) 광고가 소비자를 오도하지 않았다고 판정하며 그린워싱 제소를 기각했다. 해당 광고는 베이커휴즈와의 협력을 강조하며 석유 가스 사업을 언급하지 않아 논란이 일었지만, ASA는 이를 기업 간 거래(B2B) 광고로 판단했다. ASA는 광고가 셸의 전체 사업 모델이나 저탄소 전략을 대표한다고 보기 어렵고, 일반 소비자 대상이 아니기 때문에 오해 소지가 낮다고 설명했다. 이에 따라 셸은 별도의 광고 수정이나 철회 없이 해당 광고를 유지할 수 있게 됐다."
47,70,opportunity,0.1607,0.572,0.203,1,3,2,1,1,2,0.1672,neutral,0.8957,0.6385627388954163,에너지 관리,E,신재생에너지 전환,"전력거래소가 전국 재생에너지 발전 현황을 실시간으로 감시 제어할 수 있는 재생e 통합관제체계 구축에 나섰다. 이번 사업은 태양광 풍력뿐 아니라 한전이 관리하던 PPA 기반 소규모 재생에너지 발전량까지 통합해 관리하는 시스템으로, 총 23억6100만원이 투입된다. 구축이 완료되면 송전망 중심의 기존 체계가 배전망 단위까지 확대돼 분산형 재생에너지의 실측 데이터 관리와 전압 안정도 예측이 가능해진다. 전력거래소는 출력제어 알림을 실시간으로 전송하는 모바일 앱과 3D 가상 홍보관도 함께 도입해 전국 재생에너지 운영을 통합 관리할 계획이다."
48,71,opportunity,0.1363,0.5568,0.1198,1,1,1,1,1,1,0.1198,neutral,0.8985,0.6197406053543091,에너지 관리,E,신재생에너지 전환,"한국중부발전이 오만 수 전력 조달공사와 이브리3 태양광 BESS 발전 사업 전력 판매 계약 을 체결했다. 이브리3는 오만에서 발주된 최대 용량의 BESS(배터리형 에너지저장장치) 연계형 태양광 발전 프로젝트다. 중부발전은 UAE 국영기업 마스다르, 오만 국영 OQAE, 알 카드라와 컨소시엄을 구성해 사업에 참여했다."
49,72,risk,0.1171,0.427,0.11,1,1,1,1,1,2,0.1541,neutral,0.8253,0.5173519849777222,인적자원 관리,S,다양성 및 형평성 (DEI),블랙록과 뱅가드가 올해 기업 경영진과의 미팅 횟수를 크게 줄였다. 미국 증권거래위원회(SEC)가 기후변화와 다양성 등 ESG 이슈 논의를 제한하는 새 지침을 발표한 이후 나타난 변화다. 이번 지침은 공시와 의결권 자문사 역할을 축소하려는 공화당 흐름과 맞물려 있다.
50,73,risk,0.1547,0.4782,0.1862,3,1,1,1,3,1,0.256,neutral,0.8727,0.547947883605957,에너지 관리,E,신재생에너지 전환,"삼성물산 건설 부문이 카타르 국영에너지회사 카타르에너지가 발주한 2000MW 규모 태양광 발전 프로젝트를 단독 수주했다. EPC 금액만 약 1조4600억원 규모로, 설계부터 시공까지 전 과정을 삼성물산이 수행한다. 태양 추적식 트래커와 고온 환경에 최적화된 인버터를 적용해 발전 효율을 극대화할 계획이다. 이번 프로젝트는 카타르 최대 규모 태양광 사업으로 꼽힌다."
51,74,risk,0.1148,0.3863,0.1402,1,1,2,1,1,2,0.151,neutral,0.8087,0.4777379333972931,에너지 관리,E,신재생에너지 전환,"현대건설이 호주 최대 전력망 사업자인 오스넷과 업무협약을 맺고 전력망 재구축 사업에 참여한다. 양사는 송변전 인프라, 태양광 해상풍력 수소 등 신재생에너지 분야 협력을 확대하기로 했다. 현대건설은 지난해 시드니 지사를 설립하고 남호주 주정부와 협약을 체결하는 등 호주 시장 기반을 강화해왔다. 이번 협력으로 오세아니아 에너지 인프라 시장 진출이 본격화될 전망이다."
52,75,opportunity,0.1666,0.5026,0.2419,3,3,1,1,2,2,0.2419,neutral,0.907,0.5541402101516724,에너지 관리,E,신재생에너지 전환,독일 정부가 재생에너지 전력구매계약(PPA) 확대를 위해 5억유로(약 8143억원) 규모 지원책을 추진한다. 이는 제조업 전력비 부담을 낮추고 산업 경쟁력을 유지하기 위한 조치다. 독일은 EU 집행위원회와 협의에 착수했다. 재생에너지 전환 속도 둔화와 산업계 비용 압박이 논의의 배경으로 꼽힌다.
53,76,opportunity,0.1492,0.5578,0.1919,1,1,3,1,1,1,0.1199,neutral,0.8996,0.6200670599937439,에너지 관리,E,신재생에너지 전환,"산업통상자원부가 제6차 신재생에너지 기본계획 수립 작업에 본격 착수했다. 이번 계획은 신재생에너지법에 따른 법정 중장기 계획으로 10년 단위로 수립되고, 5년마다 개정된다. 정부는 올해 말까지 최종안을 확정해 재생에너지 중심의 에너지 전환 전략을 구체화할 방침이다."
54,77,opportunity,0.1152,0.4546,0.1096,1,1,1,1,1,1,0.1096,neutral,0.8221,0.552996814250946,인적자원 관리,S,다양성 및 형평성 (DEI),"국내 500대 기업의 올해 다양성 지수가 57점으로 집계되며 3년 연속 개선세를 이어갔다. 여성 임원 비중은 처음으로 8%를 넘어섰고, 여성 평균 급여도 남성의 70%를 돌파했다. 근속연수 격차 축소 역시 지수 상승을 견인한 요인으로 꼽혔다. 이번 평가는 리더스인덱스와 사단법인 위민인이노베이션(WIN)이 사업보고서를 제출한 376개사를 대상으로 진행됐다."
55,78,opportunity,0.1319,0.503,0.1555,1,3,1,1,1,1,0.1111,neutral,0.8331,0.603818416595459,이사회 구조,G,이사회 구성 및 독립성,코스피200 기업의 70%가 이사회 구성의 적정성을 평가하는 이사회 역량 진단표(BSM) 를 공시한 것으로 나타났다. 그러나 작성 관리 활용까지 체계적으로 운영하는 기업은 26%에 불과했다. 한국 딜로이트그룹 기업지배기구발전센터(CCG)가 발표한 보고서는 코스피200 기업의 BSM 공시 현황을 분석하고 국내외 모범사례와 시사점을 제시했다.
56,79,opportunity,0.1484,0.5784,0.1674,1,3,1,1,1,1,0.1196,neutral,0.8968,0.6449744701385498,에너지 관리,E,에너지 소비 및 효율화,"소니가 중기 환경경영 계획 그린 매니지먼트 2030 을 발표하며 협력사에 100% 재생에너지 전환을 요구했다. 소니는 2026 2030년 5년간 그룹 온실가스 배출량을 2025년 대비 25% 이상 감축한다는 목표를 세웠다. 스코프 1 2 배출량은 60% 줄이고, 스코프 3도 25% 감축하며, 잔여분은 탄소 제거로 상쇄한다는 방침이다. 이를 위해 제품 효율 개선과 글로벌 재생에너지 확대, 공급망 감축 관리가 병행된다."
57,80,opportunity,0.1484,0.5784,0.1674,1,3,1,1,1,1,0.1196,neutral,0.8968,0.6449744701385498,에너지 관리,E,신재생에너지 전환,"소니가 중기 환경경영 계획 그린 매니지먼트 2030 을 발표하며 협력사에 100% 재생에너지 전환을 요구했다. 소니는 2026 2030년 5년간 그룹 온실가스 배출량을 2025년 대비 25% 이상 감축한다는 목표를 세웠다. 스코프 1 2 배출량은 60% 줄이고, 스코프 3도 25% 감축하며, 잔여분은 탄소 제거로 상쇄한다는 방침이다. 이를 위해 제품 효율 개선과 글로벌 재생에너지 확대, 공급망 감축 관리가 병행된다."
58,81,risk,0.1391,0.3501,0.186,3,1,1,1,3,2,0.3023,neutral,0.8719,0.40149182081222534,에너지 관리,E,신재생에너지 전환,정부가 내년도 RE100 산업단지와 차세대 전력망 구축에 4조2000억원을 배정했다. 올해보다 50% 늘어난 규모다. 통상 대응 예산은 300억원에서 2조1000억원으로 70배 확대됐다. 이재명 정부의 첫 예산안은 29일 국무회의에서 의결됐다.
59,82,risk,0.1664,0.4343,0.2567,3,1,3,1,3,2,0.3033,neutral,0.875,0.4963502287864685,에너지 관리,E,신재생에너지 전환,"산업통상자원부가 2026년도 예산안을 역대 최대 규모인 13조8778억원으로 확정했다. 관행적 지출과 유사 중복 사업을 정비해 절감한 재원은 첨단산업 육성, 에너지 전환, 공급망 강화 등에 재배치했다. 재생에너지 예산은 전년 대비 42% 늘어난 1조2703억원으로 확대됐다. 특히 신재생에너지 금융지원사업은 6480억원으로 두 배 수준으로 증액됐다."
60,83,risk,0.1491,0.4218,0.1798,3,1,1,1,3,2,0.2922,neutral,0.8429,0.500414252281189,에너지 관리,E,신재생에너지 전환,현대건설이 녹색채권 수요예측 목표액의 5배가 넘는 주문을 확보했다. 당초 2000억원의 수요를 예측했으나 1조900억원이 몰리며 시장 인기를 입증했다. 현대건설은 이에 3100억원으로 증액하여 발행하기로 했다. 조달 자금은 LUCY 태양광 발전 등 친환경 건축 사업에 투입될 예정이다.
61,84,opportunity,0.1275,0.3937,0.2345,3,3,1,1,1,1,0.1173,neutral,0.8795,0.44764626026153564,기후변화·온실가스,E,Scope 3 배출량,"말레이시아 정부가 가공되지 않은 희토류 금속 수출을 전면 금지했다. 이는 세계 최대 공급국인 중국을 견제하며, 미국 등 서방의 투자 유치와 자국 다운스트림 산업 육성을 목표로 한 조치다. 외국인 투자자는 현지에서 광물 가공, 일자리 창출, 기술 이전 프로젝트에 참여해야만 희토류 부문에 진입할 수 있다. SCMP는 이번 결정이 글로벌 희토류 공급망 재편을 가속화할 수 있다고 전했다."
62,85,opportunity,0.1193,0.4625,0.1182,1,1,1,1,1,1,0.1182,neutral,0.8867,0.5215574502944946,에너지 관리,E,신재생에너지 전환,"환경부는 기업 탄소배출권 중 유상할당 비중을 현행 10%에서 내년부터 발전 외 부문은 15%로, 발전 부문은 2030년까지 50%로 점진적으로 상향한다. 2026 2030년 배출허용총량은 직전 5년 대비 82% 수준으로 줄어든다. 이는 제4차 배출권 할당계획 의 일환으로, 배출권 가격 정상화와 온실가스 감축을 촉진하려는 목적이다. 정부는 재생에너지 전환과 탈석탄을 본격적으로 유도한다는 방침이다."
63,86,opportunity,0.1466,0.4613,0.2231,3,3,1,1,2,1,0.1785,neutral,0.8366,0.5514050126075745,에너지 관리,E,에너지 소비 및 효율화,"포스코가 500억원 규모의 기업형벤처캐피탈(CVC) 1호 펀드 를 결성한다. 포스코가 400억원, 포스코기술투자가 100억원을 출자했으며, 결성 총회는 29일 열린다. 투자 대상은 디지털 전환, 에너지 절감, 탄소저감, 재생에너지 등 핵심 기술을 보유한 벤처기업이다. 전체 펀드의 20%는 해외 유망 벤처기업에도 투자해 글로벌 혁신 생태계와의 연계를 강화할 계획이다."
64,87,opportunity,0.1373,0.4644,0.183,1,1,3,1,1,2,0.1601,neutral,0.8577,0.5414203405380249,윤리경영·준법,G,반부패 및 컴플라이언스,유럽은행감독청(EBA)이 자본요건규제(CRR3) 내 ESG 위험 공시 의무 항목 가운데 일부에 대해 집행 유예를 권고했다. EBA는 노 액션 레터 를 통해 옴니버스 I 법안이 확정되기 전까지 각국 당국이 관련 의무를 추진하지 말 것을 요청했다. 이는 CRR3 개정안과 옴니버스 법안이 동시에 ESG 공시 체계를 손질할 가능성이 높다는 점에서 비롯됐다. 금융기관이 상충 규제나 과도한 컴플라이언스 부담에 직면하는 상황을 방지하기 위한 조치다.
65,88,opportunity,0.1421,0.5882,0.1203,1,1,1,1,1,1,0.1203,neutral,0.9025,0.6516923308372498,에너지 관리,E,신재생에너지 전환,"LS일렉트릭이 태양광 발전소 매매와 가상발전소(VPP) 참여가 가능한 디지털 플랫폼 햇빛길중개 를 출시했다. 발전소 거래 시 과거 발전량 데이터를 기반으로 수익성을 분석하고, VPP 사업자 등록도 지원한다."
66,89,opportunity,0.1217,0.4715,0.1306,1,2,1,1,1,1,0.1088,neutral,0.8163,0.5775893330574036,인적자원 관리,S,다양성 및 형평성 (DEI),"트럼프 행정부가 연방기금을 받는 공공기관의 다양성 형평성 포용성(DEI) 프로그램을 제한하도록 촉구하는 9페이지 분량의 비구속 메모를 배포했다. 이번 지침은 학력 기반 장학금, 채용 기준, 교육훈련 등 DEI 관련 사례를 차별적 이라고 규정하고, 연방기금이 DEI 활동이나 이를 지원하는 제3자에게 사용되는 것을 금지했다. 특히 저소득층 지리적 소외지역 퍼스트 제너레이션 학생 지원 등이 인종 성별을 대리하는 수단으로 간주될 수 있다고 명시했다. 메모를 작성한 팸 본디 법무장관은 소수집단 전용 학습공간, 다양성 워크숍, 채용 과정의 문화적 배경에 대한 설명 요구 등 대학 내 관행과 트랜스젠더 여성의 여성 공간 포함도 문제 삼았다."
67,90,risk,0.1618,0.5321,0.1896,3,1,1,1,2,2,0.237,neutral,0.8887,0.598737895488739,에너지 관리,E,신재생에너지 전환,"산업통상자원부가 에너지 다소비 산업단지를 대상으로 탄소중립산단 대표 모델 구축 사업 공모를 시작했다. 선정된 한 곳의 산단에 2029년까지 국비 500억원이 투입되며, 민간 자본을 포함하면 총 1300억원 규모의 투자가 집행된다. 사업은 신재생에너지 설비 확대와 입주 기업의 에너지 고효율화를 통해 탄소 배출 저감을 목표로 한다. 이번 공모는 9월 4일까지 접수를 받는다."
68,91,opportunity,0.1488,0.5334,0.181,3,1,1,1,1,2,0.1584,neutral,0.8486,0.6285409927368164,에너지 관리,E,신재생에너지 전환,"정부는 전기사업법 시행령 개정을 통해 재생에너지 발전사업자가 1MW 이하 설비로도 직접 PPA(전력구매계약)에 참여할 수 있도록 규제를 완화했다고 밝혔다. 해당 개정안은 7월 22일 국무회의를 통과했으며, 산업단지 내 중소 중견기업의 RE100 이행을 촉진할 수 있을 것으로 기대된다. 기존에는 발전 용량 1MW를 초과해야만 직접 PPA에 참여할 수 있었으나, 이번 개정으로 소규모 사업자의 시장 진입이 가능해졌다."
69,92,opportunity,0.1181,0.4096,0.1728,3,1,1,1,1,1,0.108,neutral,0.8102,0.5054981708526611,에너지 관리,E,신재생에너지 전환,"안토니우 구테흐스 유엔 사무총장이 AI 데이터센터의 전력원을 2030년까지 전면 재생에너지로 전환해야 한다고 강조했다. 구테흐스 총장은 재생에너지 전환이 선택이 아닌 필수라며, 태양광 풍력 활용을 통해 지속가능한 미래를 열어야 한다고 발언했다. 일부 기업과 국가의 화석연료 의존이 여전하지만, 전환 흐름은 되돌릴 수 없다고 언급했다."
